,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Expiration,Spot Price
1109,SPX231117C04480000,2023-07-06 11:21AM EDT,4480.0,137.6,136.3,137.9,0.0,-,2,81,16.24%,0.5158730158730159,4398.950195
1110,SPXW231117C04490000,2023-07-10 12:09PM EDT,4490.0,123.9,131.1,131.6,-36.9,-22.95%,37,19,16.03%,0.5158730158730159,4398.950195
1111,SPX231117C04500000,2023-07-10 11:30AM EDT,4500.0,123.5,124.8,125.8,-13.1,-9.59%,9,2594,15.85%,0.5158730158730159,4398.950195
1112,SPX231117C04510000,2023-07-07 10:53AM EDT,4510.0,124.36,118.9,120.2,0.0,-,10,539,15.69%,0.5158730158730159,4398.950195
1113,SPX231117C04520000,2023-07-07 3:15PM EDT,4520.0,125.3,113.7,114.9,0.0,-,2,23,15.54%,0.5158730158730159,4398.950195
1114,SPXW231117C04525000,2023-07-10 12:09PM EDT,4525.0,104.7,111.2,111.8,-18.33,-14.90%,1,25,15.42%,0.5158730158730159,4398.950195
1115,SPXW231117C04530000,2023-07-10 1:15PM EDT,4530.0,108.7,108.5,109.1,-24.72,-18.53%,2,16,15.33%,0.5158730158730159,4398.950195
1116,SPXW231117C04540000,2023-07-06 3:38PM EDT,4540.0,110.1,103.5,104.1,0.0,-,35,45,15.20%,0.5158730158730159,4398.950195
1117,SPX231117C04550000,2023-07-10 11:58AM EDT,4550.0,95.67,97.7,98.4,-11.14,-10.43%,187,1773,14.98%,0.5158730158730159,4398.950195
1118,SPXW231117C04560000,2023-07-05 11:17AM EDT,4560.0,118.2,93.3,93.8,0.0,-,1,19,14.85%,0.5158730158730159,4398.950195
1119,SPXW231117C04570000,2023-07-06 9:44AM EDT,4570.0,92.8,88.4,88.9,0.0,-,1,30,14.69%,0.5158730158730159,4398.950195
1120,SPX231117C04575000,2023-07-06 9:37AM EDT,4575.0,90.26,85.4,86.5,0.0,-,104,287,14.61%,0.5158730158730159,4398.950195
1121,SPXW231117C04580000,2023-07-10 12:10PM EDT,4580.0,78.6,83.8,84.3,-9.82,-11.11%,11,80,14.54%,0.5158730158730159,4398.950195
1122,SPXW231117C04590000,2023-07-10 12:18PM EDT,4590.0,75.3,79.3,79.9,-19.99,-20.98%,11,30,14.41%,0.5158730158730159,4398.950195
1123,SPX231117C04600000,2023-07-10 11:58AM EDT,4600.0,72.73,74.5,75.2,-14.37,-16.50%,8,2402,14.23%,0.5158730158730159,4398.950195
1124,SPXW231117C04610000,2023-06-30 11:40AM EDT,4610.0,84.7,70.9,71.4,0.0,-,10,44,14.13%,0.5158730158730159,4398.950195
1125,SPXW231117C04620000,2023-06-22 3:36PM EDT,4620.0,65.9,66.6,67.1,0.0,-,10,21,13.96%,0.5158730158730159,4398.950195
1126,SPX231117C04625000,2023-07-06 3:29PM EDT,4625.0,70.66,64.1,65.0,0.0,-,7,223,13.88%,0.5158730158730159,4398.950195
1127,SPX231117C04630000,2023-07-07 10:39AM EDT,4630.0,65.61,62.2,63.2,0.0,-,2,19,13.83%,0.5158730158730159,4398.950195
1128,SPX231117C04640000,2023-07-10 12:11PM EDT,4640.0,54.87,58.5,59.5,-10.57,-16.15%,3,98,13.70%,0.5158730158730159,4398.950195
1129,SPX231117C04650000,2023-07-07 3:28PM EDT,4650.0,61.03,55.3,55.9,0.0,-,22,2582,13.57%,0.5158730158730159,4398.950195
1130,SPX231117C04660000,2023-07-07 3:15PM EDT,4660.0,59.28,51.7,52.6,0.0,-,4,97,13.46%,0.5158730158730159,4398.950195
1131,SPX231117C04670000,2023-06-23 10:15AM EDT,4670.0,42.9,48.5,49.5,0.0,-,65,157,13.36%,0.5158730158730159,4398.950195
1132,SPXW231117C04675000,2023-07-10 10:30AM EDT,4675.0,48.39,47.5,48.0,-3.08,-5.98%,6,33,13.31%,0.5158730158730159,4398.950195
1133,SPX231117C04680000,2023-07-06 3:25PM EDT,4680.0,51.49,45.4,46.2,0.0,-,2,4,13.22%,0.5158730158730159,4398.950195
1134,SPXW231117C04690000,2023-07-07 12:26PM EDT,4690.0,49.4,43.1,43.6,0.0,-,2,15,13.15%,0.5158730158730159,4398.950195
1135,SPXW231117C04700000,2023-07-10 10:35AM EDT,4700.0,40.26,40.2,40.7,-4.24,-9.53%,15,46,13.04%,0.5158730158730159,4398.950195
1136,SPX231117C04710000,2023-07-06 9:38AM EDT,4710.0,41.01,37.2,38.0,0.0,-,60,52,12.93%,0.5158730158730159,4398.950195
1137,SPX231117C04720000,2023-07-06 9:37AM EDT,4720.0,38.6,34.9,35.6,0.0,-,52,27,12.85%,0.5158730158730159,4398.950195
1138,SPXW231117C04725000,2023-07-06 9:36AM EDT,4725.0,37.69,33.9,34.4,0.0,-,78,53,12.80%,0.5158730158730159,4398.950195
1139,SPX231117C04730000,2023-07-10 1:44PM EDT,4730.0,32.9,32.7,33.0,-11.9,-26.56%,112,81,12.72%,0.5158730158730159,4398.950195
1140,SPX231117C04740000,2023-07-06 11:15AM EDT,4740.0,32.98,30.4,31.0,0.0,-,70,89,12.67%,0.5158730158730159,4398.950195
1141,SPX231117C04750000,2023-07-06 11:29AM EDT,4750.0,31.14,28.1,28.8,0.0,-,7,1159,12.57%,0.5158730158730159,4398.950195
1142,SPX231117C04760000,2023-07-06 11:49AM EDT,4760.0,29.7,26.2,26.9,0.0,-,-,160,12.51%,0.5158730158730159,4398.950195
1143,SPXW231117C04770000,2023-07-07 3:40PM EDT,4770.0,27.25,24.6,25.1,0.0,-,2,1,12.44%,0.5158730158730159,4398.950195
1144,SPX231117C04775000,2023-07-10 1:03PM EDT,4775.0,23.63,23.6,24.0,-8.12,-25.57%,1,429,12.37%,0.5158730158730159,4398.950195
1145,SPX231117C04780000,2023-07-07 3:15PM EDT,4780.0,26.86,22.6,23.3,0.0,-,2,1,12.36%,0.5158730158730159,4398.950195
1146,SPX231117C04800000,2023-07-10 10:55AM EDT,4800.0,19.05,19.5,20.1,-2.99,-13.57%,2,1079,12.22%,0.5158730158730159,4398.950195
1147,SPX231117C04825000,2023-07-10 9:37AM EDT,4825.0,16.5,16.2,16.7,-2.95,-15.17%,1,332,12.08%,0.5158730158730159,4398.950195
1148,SPXW231117C04850000,2023-07-06 11:38AM EDT,4850.0,15.85,13.5,13.9,0.0,-,2,72,11.97%,0.5158730158730159,4398.950195
1149,SPXW231117C04875000,2023-07-07 3:59PM EDT,4875.0,11.47,11.2,11.5,0.0,-,28,33,11.87%,0.5158730158730159,4398.950195
1150,SPXW231117C04900000,2023-06-30 11:39AM EDT,4900.0,13.68,9.1,9.4,0.0,-,4,84,11.76%,0.5158730158730159,4398.950195
1151,SPX231117C04925000,2023-07-03 9:07AM EDT,4925.0,12.5,7.4,7.7,0.0,-,67,188,11.67%,0.5158730158730159,4398.950195
1152,SPX231117C04950000,2023-07-06 3:22PM EDT,4950.0,7.55,6.1,6.4,0.0,-,29,69,11.64%,0.5158730158730159,4398.950195
1153,SPX231117C04975000,2023-06-30 2:48PM EDT,4975.0,9.4,5.0,5.2,0.0,-,441,347,11.56%,0.5158730158730159,4398.950195
1154,SPXW231117C05000000,2023-06-27 11:28AM EDT,5000.0,4.0,4.1,4.4,0.0,-,2,77,11.59%,0.5158730158730159,4398.950195
1155,SPX231117C05050000,2023-07-10 10:56AM EDT,5050.0,2.82,2.8,3.0,-0.53,-15.82%,3,462,11.56%,0.5158730158730159,4398.950195
1156,SPX231117C05100000,2023-07-10 9:51AM EDT,5100.0,2.02,1.95,2.15,-0.45,-18.22%,1,336,11.64%,0.5158730158730159,4398.950195
1157,SPXW231117C05200000,2023-06-29 4:09PM EDT,5200.0,1.4,1.05,1.25,0.0,-,4,260,12.01%,0.5158730158730159,4398.950195
1158,SPX231117C05300000,2023-06-13 9:41AM EDT,5300.0,1.54,0.6,0.7,0.0,-,8,125,12.31%,0.5158730158730159,4398.950195
1159,SPX231117C05400000,2023-06-30 12:13PM EDT,5400.0,0.7,0.35,0.45,0.0,-,1,505,12.76%,0.5158730158730159,4398.950195
1160,SPXW231117C05500000,2023-06-20 12:11PM EDT,5500.0,0.9,0.2,0.35,0.0,-,-,10,13.43%,0.5158730158730159,4398.950195
1161,SPX231117C05600000,2023-06-30 12:13PM EDT,5600.0,0.3,0.1,0.25,0.0,-,1,1144,13.95%,0.5158730158730159,4398.950195
1162,SPXW231117C05700000,2023-06-23 11:52AM EDT,5700.0,0.12,0.0,0.2,0.0,-,1,1,14.58%,0.5158730158730159,4398.950195
1163,SPX231117C05800000,2023-06-16 11:44AM EDT,5800.0,0.35,0.05,0.2,0.0,-,3,860,15.45%,0.5158730158730159,4398.950195
1164,SPXW231117C06000000,2023-06-28 3:42PM EDT,6000.0,0.05,0.0,0.2,0.0,-,-,30,17.16%,0.5158730158730159,4398.950195
1165,SPXW231117C06200000,2023-06-28 3:50PM EDT,6200.0,0.05,0.0,0.1,0.0,-,-,40,17.77%,0.5158730158730159,4398.950195
1166,SPX231117C06400000,2023-07-03 11:35AM EDT,6400.0,0.07,0.0,0.1,0.0,-,1,917,19.26%,0.5158730158730159,4398.950195
1302,SPX231215C04400000,2023-07-10 1:26PM EDT,4400.0,213.73,214.8,215.9,-2.91,-1.34%,1093,54262,18.37%,0.626984126984127,4398.950195
1303,SPX231215C04410000,2023-06-29 1:48PM EDT,4410.0,199.23,207.8,209.3,0.0,-,1,4,18.22%,0.626984126984127,4398.950195
1304,SPX231215C04420000,2023-06-30 10:02AM EDT,4420.0,227.79,200.8,202.3,0.0,-,15,17,18.02%,0.626984126984127,4398.950195
1305,SPX231215C04425000,2023-07-10 9:40AM EDT,4425.0,199.39,197.6,198.6,-22.71,-10.23%,2,5071,17.90%,0.626984126984127,4398.950195
1306,SPX231215C04430000,2023-06-30 4:08PM EDT,4430.0,223.51,194.2,195.6,0.0,-,13,8,17.84%,0.626984126984127,4398.950195
1307,SPX231215C04440000,2023-06-30 12:51PM EDT,4440.0,217.0,187.7,189.4,0.0,-,17,17,17.69%,0.626984126984127,4398.950195
1308,SPX231215C04450000,2023-07-10 10:37AM EDT,4450.0,179.71,181.3,182.3,-11.44,-5.98%,2,13104,17.47%,0.626984126984127,4398.950195
1309,SPX231215C04460000,2023-07-07 10:24AM EDT,4460.0,181.3,175.0,176.5,0.0,-,5,110,17.35%,0.626984126984127,4398.950195
1310,SPX231215C04470000,2023-06-30 2:58PM EDT,4470.0,200.47,168.4,169.9,0.0,-,29,15,17.15%,0.626984126984127,4398.950195
1311,SPX231215C04475000,2023-07-10 10:27AM EDT,4475.0,167.96,165.9,166.9,-4.47,-2.59%,3,7617,17.07%,0.626984126984127,4398.950195
1312,SPX231215C04480000,2023-06-30 4:08PM EDT,4480.0,189.62,162.3,163.6,0.0,-,13,57,16.97%,0.626984126984127,4398.950195
1313,SPX231215C04490000,2023-07-06 3:23PM EDT,4490.0,166.09,156.1,157.6,0.0,-,1,75,16.81%,0.626984126984127,4398.950195
1314,SPX231215C04500000,2023-07-10 12:40PM EDT,4500.0,148.9,150.5,151.2,-3.86,-2.53%,70,21989,16.61%,0.626984126984127,4398.950195
1315,SPX231215C04510000,2023-07-10 10:16AM EDT,4510.0,147.93,144.5,145.4,-2.27,-1.51%,50,9,16.45%,0.626984126984127,4398.950195
1316,SPX231215C04520000,2023-06-30 1:40PM EDT,4520.0,166.4,138.8,139.8,0.0,-,1,51,16.30%,0.626984126984127,4398.950195
1317,SPX231215C04525000,2023-07-10 12:21PM EDT,4525.0,131.8,136.3,137.0,-14.65,-10.00%,11,13176,16.22%,0.626984126984127,4398.950195
1318,SPX231215C04530000,2023-07-06 12:33PM EDT,4530.0,140.51,133.2,134.2,0.0,-,52,48,16.14%,0.626984126984127,4398.950195
1319,SPX231215C04540000,2023-07-06 3:23PM EDT,4540.0,136.84,127.7,128.8,0.0,-,13,13,15.99%,0.626984126984127,4398.950195
1320,SPX231215C04550000,2023-07-10 1:23PM EDT,4550.0,122.46,122.3,123.0,0.66,+0.54%,1030,18314,15.80%,0.626984126984127,4398.950195
1321,SPX231215C04560000,2023-07-06 10:02AM EDT,4560.0,119.7,116.9,117.9,0.0,-,59,67,15.66%,0.626984126984127,4398.950195
1322,SPX231215C04570000,2023-07-06 12:38PM EDT,4570.0,118.11,111.7,112.8,0.0,-,6,102,15.51%,0.626984126984127,4398.950195
1323,SPX231215C04575000,2023-07-10 1:23PM EDT,4575.0,109.5,109.3,110.0,0.6,+0.55%,1000,8284,15.41%,0.626984126984127,4398.950195
1324,SPX231215C04580000,2023-06-30 11:15AM EDT,4580.0,129.33,106.9,107.9,0.0,-,3,66,15.38%,0.626984126984127,4398.950195
1325,SPX231215C04590000,2023-07-10 10:00AM EDT,4590.0,102.54,102.1,103.0,-5.26,-4.88%,4,38,15.23%,0.626984126984127,4398.950195
1326,SPX231215C04600000,2023-07-10 10:53AM EDT,4600.0,96.5,97.2,97.9,-1.69,-1.72%,217,32769,15.05%,0.626984126984127,4398.950195
1327,SPX231215C04610000,2023-07-05 4:11PM EDT,4610.0,114.9,92.6,93.7,0.0,-,63,63,14.95%,0.626984126984127,4398.950195
1328,SPX231215C04620000,2023-07-06 10:12AM EDT,4620.0,91.4,88.2,89.1,0.0,-,3,2,14.80%,0.626984126984127,4398.950195
1329,SPX231215C04625000,2023-07-07 3:28PM EDT,4625.0,94.0,86.4,87.1,0.0,-,1200,8347,14.75%,0.626984126984127,4398.950195
1330,SPX231215C04630000,2023-07-06 3:54PM EDT,4630.0,90.3,84.0,85.0,0.0,-,92,116,14.69%,0.626984126984127,4398.950195
1331,SPX231215C04640000,2023-07-07 3:17PM EDT,4640.0,88.98,79.7,80.7,0.0,-,9,9,14.55%,0.626984126984127,4398.950195
1332,SPX231215C04650000,2023-07-10 11:44AM EDT,4650.0,75.23,75.8,76.4,-7.37,-8.92%,490,12277,14.39%,0.626984126984127,4398.950195
1333,SPX231215C04660000,2023-06-30 10:26AM EDT,4660.0,90.52,71.8,72.7,0.0,-,5,9,14.29%,0.626984126984127,4398.950195
1334,SPX231215C04670000,2023-07-10 9:30AM EDT,4670.0,65.53,68.3,69.0,-6.56,-9.10%,1,77,14.17%,0.626984126984127,4398.950195
1335,SPX231215C04675000,2023-07-10 12:11PM EDT,4675.0,62.21,66.2,67.0,-10.42,-14.35%,51,2638,14.10%,0.626984126984127,4398.950195
1336,SPX231215C04680000,2023-06-30 2:58PM EDT,4680.0,84.35,64.4,65.2,0.0,-,1,49,14.04%,0.626984126984127,4398.950195
1337,SPX231215C04690000,2023-07-07 3:28PM EDT,4690.0,67.06,61.0,61.7,0.0,-,3,19,13.92%,0.626984126984127,4398.950195
1338,SPX231215C04700000,2023-07-10 10:48AM EDT,4700.0,57.28,57.6,58.2,-6.23,-9.81%,1526,37505,13.79%,0.626984126984127,4398.950195
1339,SPX231215C04710000,2023-07-07 12:48PM EDT,4710.0,65.68,54.4,55.1,0.0,-,17,149,13.70%,0.626984126984127,4398.950195
1340,SPX231215C04720000,2023-07-06 1:30PM EDT,4720.0,57.09,51.3,52.1,0.0,-,44,49,13.60%,0.626984126984127,4398.950195
1341,SPX231215C04725000,2023-07-10 9:40AM EDT,4725.0,50.6,50.1,50.7,-12.1,-19.30%,25,5953,13.56%,0.626984126984127,4398.950195
1342,SPX231215C04730000,2023-07-06 3:04PM EDT,4730.0,54.54,48.5,49.2,0.0,-,6,117,13.50%,0.626984126984127,4398.950195
1343,SPX231215C04750000,2023-07-10 11:01AM EDT,4750.0,42.2,43.1,43.7,-12.72,-23.16%,10,10525,13.31%,0.626984126984127,4398.950195
1344,SPX231215C04760000,2023-07-07 10:27AM EDT,4760.0,43.76,40.7,41.3,0.0,-,2,1,13.24%,0.626984126984127,4398.950195
1345,SPX231215C04770000,2023-07-07 3:17PM EDT,4770.0,43.78,38.2,38.8,0.0,-,10,27,13.14%,0.626984126984127,4398.950195
1346,SPX231215C04775000,2023-07-07 10:47AM EDT,4775.0,37.42,37.1,37.6,-2.34,-5.89%,2,4498,13.09%,0.626984126984127,4398.950195
1347,SPX231215C04800000,2023-07-10 12:33PM EDT,4800.0,30.58,31.6,32.1,-8.97,-22.68%,1030,23659,12.88%,0.626984126984127,4398.950195
1348,SPX231215C04825000,2023-07-10 1:29PM EDT,4825.0,27.2,27.1,27.5,-0.23,-0.84%,68,2122,12.72%,0.626984126984127,4398.950195
1349,SPX231215C04850000,2023-07-07 12:42PM EDT,4850.0,28.75,22.9,23.3,0.0,-,106,3591,12.54%,0.626984126984127,4398.950195
1350,SPX231215C04875000,2023-07-10 9:32AM EDT,4875.0,19.53,19.5,19.8,-2.47,-11.23%,2,3418,12.41%,0.626984126984127,4398.950195
1351,SPX231215C04900000,2023-07-10 12:46PM EDT,4900.0,16.1,16.3,16.8,-3.3,-17.01%,364,14578,12.29%,0.626984126984127,4398.950195
1352,SPX231215C04925000,2023-07-10 11:14AM EDT,4925.0,13.2,13.8,14.1,-2.88,-17.91%,4,3803,12.16%,0.626984126984127,4398.950195
1353,SPX231215C04950000,2023-07-10 12:10PM EDT,4950.0,10.6,11.5,11.9,-1.4,-11.67%,41,6762,12.07%,0.626984126984127,4398.950195
1354,SPX231215C04975000,2023-07-10 12:35PM EDT,4975.0,9.5,9.7,10.0,-1.56,-14.10%,113,1011,11.98%,0.626984126984127,4398.950195
1355,SPX231215C05000000,2023-07-10 1:29PM EDT,5000.0,8.27,8.2,8.5,-1.68,-16.88%,1458,73736,11.94%,0.626984126984127,4398.950195
1356,SPX231215C05025000,2023-07-10 10:40AM EDT,5025.0,6.7,6.8,7.1,-2.2,-24.72%,5,1757,11.87%,0.626984126984127,4398.950195
1357,SPX231215C05050000,2023-07-10 12:46PM EDT,5050.0,5.75,5.7,6.0,-0.7,-10.85%,620,5589,11.83%,0.626984126984127,4398.950195
1358,SPX231215C05075000,2023-07-07 12:42PM EDT,5075.0,6.45,4.8,5.0,0.0,-,11,982,11.78%,0.626984126984127,4398.950195
1359,SPX231215C05100000,2023-07-10 11:02AM EDT,5100.0,3.9,4.0,4.3,-1.11,-22.16%,12,17834,11.79%,0.626984126984127,4398.950195
1360,SPX231215C05125000,2023-07-07 3:42PM EDT,5125.0,3.9,3.4,3.7,0.0,-,55,295,11.81%,0.626984126984127,4398.950195
1361,SPX231215C05150000,2023-07-10 9:54AM EDT,5150.0,2.95,2.9,3.1,-1.25,-29.76%,2,5482,11.79%,0.626984126984127,4398.950195
1362,SPX231215C05200000,2023-07-07 3:59PM EDT,5200.0,2.2,2.1,2.3,0.0,-,3,20670,11.85%,0.626984126984127,4398.950195
1363,SPX231215C05250000,2023-07-07 1:38PM EDT,5250.0,2.1,1.55,1.75,0.0,-,15,1183,11.96%,0.626984126984127,4398.950195
1364,SPX231215C05300000,2023-07-06 12:19PM EDT,5300.0,1.6,1.2,1.35,0.0,-,501,9847,12.09%,0.626984126984127,4398.950195
1365,SPX231215C05350000,2023-07-10 10:41AM EDT,5350.0,1.02,0.9,1.1,-0.63,-38.18%,29,716,12.30%,0.626984126984127,4398.950195
1366,SPX231215C05400000,2023-07-10 10:44AM EDT,5400.0,0.8,0.7,0.85,-0.15,-15.79%,63,7395,12.42%,0.626984126984127,4398.950195
1367,SPX231215C05450000,2023-06-29 3:11PM EDT,5450.0,0.77,0.55,0.7,0.0,-,2,811,12.64%,0.626984126984127,4398.950195
1368,SPX231215C05500000,2023-07-10 1:25PM EDT,5500.0,0.55,0.4,0.55,-0.12,-17.91%,27,25274,12.77%,0.626984126984127,4398.950195
1369,SPX231215C05600000,2023-07-07 3:21PM EDT,5600.0,0.35,0.25,0.4,0.0,-,91,12793,13.25%,0.626984126984127,4398.950195
1370,SPX231215C05700000,2023-07-06 11:12AM EDT,5700.0,0.3,0.15,0.3,0.0,-,3,5357,13.73%,0.626984126984127,4398.950195
1371,SPX231215C05800000,2023-07-07 12:25PM EDT,5800.0,0.15,0.1,0.2,0.0,-,2,6807,14.04%,0.626984126984127,4398.950195
1372,SPX231215C05900000,2023-06-30 2:14PM EDT,5900.0,0.15,0.1,0.2,0.0,-,8,2354,14.82%,0.626984126984127,4398.950195
1373,SPX231215C06000000,2023-07-07 12:53PM EDT,6000.0,0.07,0.05,0.15,0.0,-,30,17610,15.21%,0.626984126984127,4398.950195
1374,SPX231215C06100000,2023-06-26 2:10PM EDT,6100.0,0.05,0.0,0.15,0.0,-,5,11530,15.94%,0.626984126984127,4398.950195
1375,SPX231215C06200000,2023-07-06 10:59AM EDT,6200.0,0.05,0.0,0.15,0.0,-,135,14277,16.66%,0.626984126984127,4398.950195
1376,SPX231215C06300000,2023-06-20 9:30AM EDT,6300.0,0.05,0.0,0.1,0.0,-,1,11752,16.82%,0.626984126984127,4398.950195
1377,SPX231215C06400000,2023-06-30 9:57AM EDT,6400.0,0.05,0.0,0.1,0.0,-,3,4010,17.48%,0.626984126984127,4398.950195
1378,SPX231215C06500000,2023-06-30 10:00AM EDT,6500.0,0.05,0.0,0.1,0.0,-,3,22835,18.16%,0.626984126984127,4398.950195
1379,SPX231215C06600000,2023-07-03 11:40AM EDT,6600.0,0.07,0.0,0.1,0.0,-,1,20131,18.80%,0.626984126984127,4398.950195
1380,SPX231215C06700000,2023-06-20 10:29AM EDT,6700.0,0.11,0.0,0.05,0.0,-,1,11244,18.51%,0.626984126984127,4398.950195
1381,SPX231215C06800000,2023-06-12 10:32AM EDT,6800.0,0.05,0.0,0.05,0.0,-,10,8470,19.09%,0.626984126984127,4398.950195
1382,SPX231215C06900000,2023-06-09 4:01PM EDT,6900.0,0.05,0.0,0.15,0.0,-,40,619,21.31%,0.626984126984127,4398.950195
1383,SPX231215C07000000,2023-07-03 12:18PM EDT,7000.0,0.03,0.0,0.05,0.0,-,2,2251,20.26%,0.626984126984127,4398.950195
1384,SPX231215C07100000,2023-06-06 4:11PM EDT,7100.0,0.05,0.0,0.1,0.0,-,4,0,21.88%,0.626984126984127,4398.950195
1385,SPX231215C07200000,2023-06-20 11:21AM EDT,7200.0,0.03,0.0,0.05,0.0,-,1,2924,21.39%,0.626984126984127,4398.950195
1386,SPX231215C07300000,2023-06-13 9:35AM EDT,7300.0,0.05,0.0,0.05,0.0,-,59,10014,21.92%,0.626984126984127,4398.950195
1476,SPX240119C04400000,2023-07-10 12:40PM EDT,4400.0,244.45,247.6,248.9,-5.95,-2.38%,793,8752,19.22%,0.7658730158730159,4398.950195
1477,SPX240119C04425000,2023-07-10 10:33AM EDT,4425.0,231.72,230.7,232.1,-13.94,-5.67%,786,985,18.82%,0.7658730158730159,4398.950195
1478,SPX240119C04450000,2023-07-06 3:19PM EDT,4450.0,223.49,214.0,214.9,0.0,-,1257,2957,18.36%,0.7658730158730159,4398.950195
1479,SPX240119C04475000,2023-07-07 1:45PM EDT,4475.0,219.31,197.2,199.6,0.0,-,115,1409,18.01%,0.7658730158730159,4398.950195
1480,SPX240119C04500000,2023-07-10 12:21PM EDT,4500.0,178.0,182.2,183.0,-6.72,-3.64%,12,5765,17.53%,0.7658730158730159,4398.950195
1481,SPX240119C04525000,2023-07-10 1:23PM EDT,4525.0,167.0,167.2,168.0,-7.52,-4.31%,2000,1773,17.14%,0.7658730158730159,4398.950195
1482,SPX240119C04550000,2023-07-06 3:21PM EDT,4550.0,161.18,152.3,153.9,0.0,-,257,1880,16.78%,0.7658730158730159,4398.950195
1483,SPX240119C04575000,2023-07-06 11:46AM EDT,4575.0,142.4,139.0,140.5,0.0,-,9,1208,16.43%,0.7658730158730159,4398.950195
1484,SPX240119C04600000,2023-07-10 1:36PM EDT,4600.0,125.7,126.2,126.8,-11.66,-8.49%,48,4971,16.02%,0.7658730158730159,4398.950195
1485,SPX240119C04625000,2023-07-10 10:05AM EDT,4625.0,116.15,113.5,114.7,-19.82,-14.58%,2,91,15.69%,0.7658730158730159,4398.950195
1486,SPX240119C04650000,2023-07-07 3:23PM EDT,4650.0,110.79,101.9,102.6,0.0,-,3,3143,15.31%,0.7658730158730159,4398.950195
1487,SPX240119C04675000,2023-07-07 1:18PM EDT,4675.0,108.4,90.9,92.3,0.0,-,18,228,15.04%,0.7658730158730159,4398.950195
1488,SPX240119C04700000,2023-07-10 12:40PM EDT,4700.0,79.46,81.5,82.2,-13.88,-14.87%,9,5682,14.73%,0.7658730158730159,4398.950195
1489,SPX240119C04725000,2023-07-06 3:24PM EDT,4725.0,78.84,72.0,73.0,0.0,-,10,132,14.45%,0.7658730158730159,4398.950195
1490,SPX240119C04750000,2023-07-10 10:33AM EDT,4750.0,64.08,63.6,64.3,-11.48,-15.19%,3,2228,14.16%,0.7658730158730159,4398.950195
1491,SPX240119C04775000,2023-07-07 1:45PM EDT,4775.0,67.1,56.0,56.8,0.0,-,129,806,13.93%,0.7658730158730159,4398.950195
1492,SPX240119C04800000,2023-07-10 12:48PM EDT,4800.0,48.5,49.0,49.6,-5.99,-10.99%,9,4556,13.68%,0.7658730158730159,4398.950195
1493,SPX240119C04825000,2023-07-06 2:16PM EDT,4825.0,46.81,43.0,43.7,0.0,-,4,7,13.50%,0.7658730158730159,4398.950195
1494,SPX240119C04850000,2023-07-07 3:53PM EDT,4850.0,38.6,37.4,37.9,0.0,-,21,977,13.28%,0.7658730158730159,4398.950195
1495,SPX240119C04875000,2023-07-07 8:54AM EDT,4875.0,36.63,32.3,33.2,0.0,-,1,113,13.14%,0.7658730158730159,4398.950195
1496,SPX240119C04900000,2023-07-10 8:48AM EDT,4900.0,27.7,28.1,28.7,-2.5,-8.28%,31,3320,12.96%,0.7658730158730159,4398.950195
1497,SPX240119C04950000,2023-07-06 3:38PM EDT,4950.0,23.47,20.8,21.3,0.0,-,352,1028,12.66%,0.7658730158730159,4398.950195
1498,SPX240119C05000000,2023-07-10 1:22PM EDT,5000.0,15.4,15.4,15.9,-0.6,-3.75%,96,20357,12.46%,0.7658730158730159,4398.950195
1499,SPX240119C05050000,2023-07-07 1:32PM EDT,5050.0,15.3,11.3,11.7,0.0,-,1,455,12.28%,0.7658730158730159,4398.950195
1500,SPX240119C05100000,2023-07-06 12:55PM EDT,5100.0,10.2,8.2,8.7,0.0,-,61,994,12.17%,0.7658730158730159,4398.950195
1501,SPX240119C05200000,2023-07-07 3:40PM EDT,5200.0,5.0,4.4,4.8,0.0,-,19,2497,12.04%,0.7658730158730159,4398.950195
1502,SPX240119C05300000,2023-07-10 10:32AM EDT,5300.0,2.7,2.45,2.75,-0.6,-18.18%,400,1014,12.07%,0.7658730158730159,4398.950195
1503,SPX240119C05400000,2023-07-10 12:25PM EDT,5400.0,1.5,1.45,1.6,-0.97,-39.27%,2,1963,12.15%,0.7658730158730159,4398.950195
1504,SPX240119C05500000,2023-07-10 11:47AM EDT,5500.0,1.0,0.9,1.05,-0.1,-9.09%,5,599,12.43%,0.7658730158730159,4398.950195
1505,SPX240119C05600000,2023-07-10 10:14AM EDT,5600.0,0.7,0.55,0.75,-0.4,-36.36%,2,1241,12.81%,0.7658730158730159,4398.950195
1506,SPX240119C05700000,2023-07-10 10:28AM EDT,5700.0,0.44,0.35,0.55,-0.06,-12.00%,1,268,13.19%,0.7658730158730159,4398.950195
1507,SPX240119C05800000,2023-07-06 6:30AM EDT,5800.0,0.5,0.3,0.4,0.0,-,5,1044,13.54%,0.7658730158730159,4398.950195
1508,SPX240119C06000000,2023-07-07 1:44PM EDT,6000.0,0.25,0.1,0.25,0.0,-,33,1457,14.38%,0.7658730158730159,4398.950195
1509,SPX240119C06200000,2023-06-29 1:15PM EDT,6200.0,0.1,0.05,0.1,0.0,-,9,1221,14.60%,0.7658730158730159,4398.950195
1510,SPX240119C06400000,2023-06-28 3:04PM EDT,6400.0,0.05,0.0,0.15,0.0,-,36,1516,16.35%,0.7658730158730159,4398.950195
